user_id,signup_date,user_segment,variant_group
1821,2025-10-01,student,control
1822,2025-09-16,student,treatment
1823,2025-10-01,professional,treatment
1824,2025-09-26,professional,treatment
1825,2025-09-10,professional,control
1826,2025-09-24,professional,treatment
1827,2025-09-28,student,control
1828,2025-09-11,career_changer,control
1829,2025-09-26,professional,treatment
1830,2025-09-04,student,control
1831,2025-09-15,career_changer,treatment
1832,2025-10-01,professional,control
1833,2025-09-03,professional,treatment
1834,2025-09-05,professional,treatment
1835,2025-09-25,career_changer,treatment
1836,2025-10-01,professional,control
1837,2025-09-08,student,control
1838,2025-09-28,student,treatment
1839,2025-09-22,career_changer,control
1840,2025-09-24,student,treatment
1841,2025-09-22,student,treatment
1842,2025-09-13,student,control
1843,2025-10-01,student,control
1844,2025-09-28,professional,control
1845,2025-09-26,career_changer,treatment
1846,2025-09-18,student,control
1847,2025-09-12,student,control
1848,2025-09-03,student,control
1849,2025-09-26,career_changer,treatment
1850,2025-09-13,professional,control
1851,2025-09-01,student,control
1852,2025-09-09,career_changer,treatment
1853,2025-09-18,career_changer,treatment
1854,2025-09-04,career_changer,treatment
1855,2025-09-15,career_changer,control
1856,2025-09-12,student,control
1857,2025-09-22,professional,treatment
1858,2025-09-24,student,control
1859,2025-09-22,career_changer,treatment
1860,2025-09-09,professional,treatment
1861,2025-09-19,professional,control
1862,2025-09-13,professional,treatment
1863,2025-09-27,student,treatment
1864,2025-09-21,professional,control
1865,2025-10-01,career_changer,treatment
1866,2025-09-12,career_changer,control
1867,2025-09-04,student,control
1868,2025-09-22,student,control
1869,2025-09-08,student,treatment
1870,2025-09-16,professional,treatment
1871,2025-09-01,career_changer,treatment
1872,2025-09-20,student,control
1873,2025-09-29,professional,treatment
1874,2025-10-01,career_changer,control
1875,2025-09-18,professional,treatment
1876,2025-09-11,professional,control
1877,2025-09-30,professional,control
1878,2025-09-20,professional,control
1879,2025-09-08,student,treatment
1880,2025-09-21,professional,control
1881,2025-09-03,professional,treatment
1882,2025-09-21,career_changer,control
1883,2025-09-27,professional,control
1884,2025-09-15,professional,control
1885,2025-09-30,student,treatment
1886,2025-09-23,student,treatment
1887,2025-09-10,student,control
1888,2025-09-21,student,control
1889,2025-09-14,professional,control
1890,2025-09-04,career_changer,treatment
1891,2025-09-05,student,control
1892,2025-09-02,student,treatment
1893,2025-10-01,career_changer,treatment
1894,2025-09-02,student,control
1895,2025-09-10,professional,control
1896,2025-09-16,professional,treatment
1897,2025-09-04,professional,treatment
1898,2025-09-04,student,control
1899,2025-09-08,student,control
1900,2025-09-29,professional,control
1901,2025-09-18,professional,control
1902,2025-09-05,student,control
1903,2025-09-13,professional,control
1904,2025-09-15,student,treatment
1905,2025-09-12,professional,control
1906,2025-09-22,student,control
1907,2025-10-01,career_changer,control
1908,2025-09-24,student,treatment
1909,2025-09-23,student,treatment
1910,2025-10-01,student,control
1911,2025-09-18,student,control
1912,2025-09-14,career_changer,treatment
1913,2025-09-19,career_changer,control
1914,2025-09-24,student,control
1915,2025-09-24,student,control
1916,2025-09-05,professional,control
1917,2025-09-29,career_changer,control
1918,2025-09-14,professional,treatment
1919,2025-09-21,student,treatment
1920,2025-09-04,student,control
1921,2025-09-27,professional,treatment
1922,2025-09-16,student,control
1923,2025-09-20,professional,control
1924,2025-09-14,student,treatment
1925,2025-10-01,professional,treatment
1926,2025-10-01,student,control
1927,2025-09-09,professional,control
1928,2025-09-02,student,treatment
1929,2025-09-23,professional,treatment
1930,2025-09-12,student,treatment
1931,2025-09-07,professional,control
1932,2025-09-15,professional,control
1933,2025-09-15,professional,control
1934,2025-10-01,professional,control
1935,2025-09-08,professional,treatment
1936,2025-09-28,career_changer,control
1937,2025-09-12,student,control
1938,2025-09-04,career_changer,treatment
1939,2025-09-22,student,control
1940,2025-09-12,student,control
1941,2025-09-18,student,treatment
1942,2025-09-29,student,treatment
1943,2025-09-21,professional,treatment
1944,2025-09-12,professional,control
1945,2025-09-02,professional,treatment
1946,2025-09-13,professional,treatment
1947,2025-09-09,student,control
1948,2025-09-07,student,control
1949,2025-10-01,student,treatment
1950,2025-09-04,student,control
1951,2025-10-01,student,treatment
1952,2025-09-28,student,control
1953,2025-09-27,professional,control
1954,2025-09-15,professional,control
1955,2025-09-03,career_changer,treatment
1956,2025-09-22,career_changer,control
1957,2025-09-07,professional,treatment
1958,2025-09-21,student,treatment
1959,2025-09-21,professional,treatment
1960,2025-09-20,professional,treatment
1961,2025-09-01,student,treatment
1962,2025-09-02,student,control
1963,2025-09-26,career_changer,treatment
1964,2025-09-11,student,treatment
1965,2025-09-08,professional,control
1966,2025-09-05,professional,control
1967,2025-09-26,student,treatment
1968,2025-09-19,student,control
1969,2025-09-07,student,treatment
1970,2025-09-03,student,control
1971,2025-09-27,student,control
1972,2025-09-25,career_changer,treatment
1973,2025-09-18,student,control
1974,2025-09-07,professional,control
1975,2025-09-19,student,treatment
1976,2025-09-07,career_changer,control
1977,2025-09-27,student,treatment
1978,2025-09-28,student,treatment
1979,2025-09-08,career_changer,treatment
1980,2025-09-11,career_changer,control
1981,2025-09-25,student,control
1982,2025-09-05,career_changer,treatment
1983,2025-09-26,student,treatment
1984,2025-09-29,student,treatment
1985,2025-09-20,student,treatment
1986,2025-09-01,student,control
1987,2025-09-09,professional,control
1988,2025-09-28,student,control
1989,2025-09-05,student,control
1990,2025-09-05,professional,control
1991,2025-09-18,professional,treatment
1992,2025-09-09,student,control
1993,2025-09-26,professional,control
1994,2025-09-06,student,control
1995,2025-09-04,professional,treatment
1996,2025-09-22,professional,treatment
1997,2025-09-28,career_changer,treatment
1998,2025-09-01,student,treatment
1999,2025-09-05,student,control
2000,2025-09-01,student,treatment
2001,2025-09-12,student,control
2002,2025-09-26,student,control
2003,2025-09-26,career_changer,treatment
2004,2025-09-08,student,treatment
2005,2025-09-19,student,control
2006,2025-09-11,professional,control
2007,2025-09-01,student,treatment
2008,2025-09-06,professional,control
2009,2025-09-09,student,control
2010,2025-09-02,student,control
2011,2025-09-05,student,control
2012,2025-09-24,student,treatment
2013,2025-09-14,career_changer,control
2014,2025-09-17,student,control
2015,2025-09-04,professional,treatment
2016,2025-09-24,student,treatment
2017,2025-09-03,student,control
2018,2025-09-16,career_changer,control
2019,2025-09-15,student,control
2020,2025-09-25,professional,treatment
2021,2025-09-12,career_changer,treatment
2022,2025-09-17,professional,treatment
2023,2025-09-19,career_changer,treatment
2024,2025-09-04,student,treatment
2025,2025-09-15,student,treatment
2026,2025-09-17,student,control
2027,2025-09-08,professional,control
2028,2025-10-01,career_changer,treatment
2029,2025-09-20,student,control
2030,2025-09-02,professional,control
2031,2025-09-24,student,treatment
2032,2025-09-26,professional,control
2033,2025-09-30,student,treatment
2034,2025-09-28,career_changer,treatment
2035,2025-09-22,professional,control
2036,2025-09-17,student,treatment
2037,2025-09-10,student,control
2038,2025-09-15,student,control
2039,2025-09-21,student,treatment
2040,2025-10-01,student,treatment
2041,2025-09-01,career_changer,treatment
2042,2025-09-02,professional,control
2043,2025-09-16,professional,treatment
2044,2025-09-28,student,control
2045,2025-09-13,career_changer,treatment
2046,2025-09-14,professional,control
2047,2025-09-22,student,treatment
2048,2025-09-04,professional,control
2049,2025-09-16,professional,control
2050,2025-09-23,student,control
2051,2025-09-30,student,treatment
2052,2025-09-15,student,treatment
2053,2025-09-03,student,treatment
2054,2025-09-29,career_changer,control
2055,2025-09-03,career_changer,control
2056,2025-09-11,professional,control
2057,2025-09-20,student,treatment
2058,2025-09-05,student,control
2059,2025-09-03,professional,treatment
2060,2025-09-05,professional,treatment
2061,2025-09-09,student,treatment
2062,2025-09-20,professional,treatment
2063,2025-09-21,career_changer,treatment
2064,2025-09-19,student,treatment
2065,2025-09-18,student,control
2066,2025-09-23,professional,treatment
2067,2025-09-11,student,control
2068,2025-09-13,student,control
2069,2025-09-20,student,control
2070,2025-09-17,student,control
2071,2025-09-10,professional,control
2072,2025-09-15,professional,control
2073,2025-09-17,student,treatment
2074,2025-09-20,career_changer,control
2075,2025-09-14,career_changer,treatment
2076,2025-09-04,career_changer,control
2077,2025-09-26,student,treatment
2078,2025-09-23,student,treatment
2079,2025-09-04,career_changer,treatment
2080,2025-09-28,professional,treatment
2081,2025-09-21,student,control
2082,2025-09-21,student,treatment
2083,2025-09-29,student,control
2084,2025-09-25,career_changer,control
2085,2025-09-18,professional,treatment
2086,2025-09-24,student,control
2087,2025-09-28,student,treatment
2088,2025-09-07,professional,treatment
2089,2025-09-14,career_changer,control
2090,2025-09-15,student,control
2091,2025-09-29,professional,control
2092,2025-09-08,career_changer,treatment
2093,2025-09-14,student,treatment
2094,2025-09-11,professional,control
2095,2025-09-27,student,control
2096,2025-09-15,professional,treatment
2097,2025-09-13,professional,treatment
2098,2025-09-14,professional,control
2099,2025-09-24,professional,control
2100,2025-09-04,student,treatment
2101,2025-09-11,career_changer,control
2102,2025-09-14,professional,control
2103,2025-09-11,student,treatment
2104,2025-09-22,professional,treatment
2105,2025-09-09,professional,control
2106,2025-09-12,student,control
2107,2025-10-01,career_changer,control
2108,2025-09-05,career_changer,control
2109,2025-09-22,student,treatment
2110,2025-09-30,career_changer,control
2111,2025-09-16,student,treatment
2112,2025-09-03,student,treatment
2113,2025-09-03,student,control
2114,2025-09-27,career_changer,control
2115,2025-09-03,professional,treatment
2116,2025-09-03,student,treatment
2117,2025-09-14,student,treatment
2118,2025-09-04,professional,control
2119,2025-09-24,student,treatment
2120,2025-09-24,career_changer,treatment
2121,2025-09-12,career_changer,treatment
2122,2025-09-26,professional,control
2123,2025-09-05,career_changer,treatment
2124,2025-09-18,student,treatment
2125,2025-09-02,career_changer,control
2126,2025-09-19,professional,control
2127,2025-10-01,professional,control
2128,2025-09-18,student,control
2129,2025-09-18,career_changer,control
2130,2025-09-11,student,treatment
2131,2025-09-22,student,control
2132,2025-09-04,student,control
2133,2025-09-14,professional,treatment
2134,2025-09-12,professional,control
2135,2025-09-28,professional,control
2136,2025-09-22,career_changer,treatment
2137,2025-10-01,student,treatment
2138,2025-09-25,professional,treatment
2139,2025-09-14,student,treatment
2140,2025-09-28,career_changer,control
2141,2025-09-30,career_changer,treatment
2142,2025-09-24,professional,control
2143,2025-09-02,professional,treatment
2144,2025-10-01,student,control
2145,2025-09-10,student,treatment
2146,2025-09-20,career_changer,treatment
2147,2025-09-10,student,treatment
2148,2025-09-12,student,control
2149,2025-09-04,student,control
2150,2025-09-19,career_changer,treatment
2151,2025-09-17,student,treatment
2152,2025-09-07,student,control
2153,2025-09-05,professional,treatment
2154,2025-09-22,career_changer,treatment
2155,2025-09-16,student,control
2156,2025-09-08,student,treatment
2157,2025-09-28,student,treatment
2158,2025-09-04,student,control
2159,2025-09-12,student,control
2160,2025-09-28,professional,treatment
2161,2025-09-18,professional,treatment
2162,2025-09-12,professional,control
2163,2025-09-04,student,treatment
2164,2025-09-25,career_changer,treatment
2165,2025-09-09,student,treatment
2166,2025-09-19,career_changer,control
2167,2025-09-08,professional,treatment
2168,2025-09-26,student,control
2169,2025-09-14,professional,control
2170,2025-09-28,student,control
2171,2025-09-18,professional,control
2172,2025-09-25,student,treatment
2173,2025-09-27,student,control
2174,2025-09-20,career_changer,treatment
2175,2025-09-20,student,control
2176,2025-09-22,career_changer,control
2177,2025-09-21,student,treatment
2178,2025-09-18,professional,treatment
2179,2025-09-01,professional,control
2180,2025-09-20,professional,treatment
2181,2025-09-30,student,control
2182,2025-09-22,student,control
2183,2025-09-27,student,treatment
2184,2025-09-23,student,treatment
2185,2025-09-09,professional,control
2186,2025-09-01,career_changer,treatment
2187,2025-09-06,career_changer,treatment
2188,2025-09-09,professional,control
2189,2025-09-23,professional,treatment
2190,2025-09-25,professional,treatment
2191,2025-09-10,student,treatment
2192,2025-09-30,career_changer,control
2193,2025-09-11,professional,treatment
2194,2025-09-12,professional,control
2195,2025-09-01,student,treatment
2196,2025-09-06,student,treatment
2197,2025-09-28,student,control
2198,2025-09-05,career_changer,treatment
2199,2025-09-19,professional,treatment
2200,2025-09-22,student,treatment
2201,2025-09-13,career_changer,control
2202,2025-09-03,student,control
2203,2025-09-05,student,treatment
2204,2025-09-24,student,control
2205,2025-09-21,professional,treatment
2206,2025-09-01,career_changer,control
2207,2025-09-03,student,control
2208,2025-09-24,career_changer,control
2209,2025-09-17,student,control
2210,2025-09-07,career_changer,treatment
2211,2025-09-13,professional,control
2212,2025-09-14,career_changer,control
2213,2025-09-15,student,control
2214,2025-09-11,career_changer,treatment
2215,2025-09-06,professional,control
2216,2025-09-12,student,treatment
2217,2025-09-10,career_changer,treatment
2218,2025-09-24,student,treatment
2219,2025-09-11,career_changer,treatment
2220,2025-09-25,student,treatment
2221,2025-10-01,professional,treatment
2222,2025-09-19,professional,control
2223,2025-09-20,student,control
2224,2025-09-03,student,control
2225,2025-09-29,student,treatment
2226,2025-09-02,student,treatment
2227,2025-09-05,student,treatment
2228,2025-09-06,professional,control
2229,2025-09-25,student,treatment
2230,2025-09-20,student,control
2231,2025-09-02,professional,control
2232,2025-09-22,student,control
2233,2025-09-03,career_changer,control
2234,2025-09-09,career_changer,treatment
2235,2025-09-15,professional,control
2236,2025-09-22,professional,control
2237,2025-09-14,career_changer,treatment
2238,2025-09-16,student,treatment
2239,2025-09-20,student,treatment
2240,2025-09-15,student,control
2241,2025-09-14,professional,treatment
2242,2025-09-09,student,treatment
2243,2025-09-07,professional,control
2244,2025-09-25,career_changer,treatment
2245,2025-09-17,career_changer,control
2246,2025-09-04,professional,control
2247,2025-09-12,student,treatment
2248,2025-09-14,career_changer,treatment
2249,2025-09-04,professional,control
2250,2025-09-10,student,treatment
2251,2025-09-22,student,treatment
2252,2025-09-22,career_changer,treatment
2253,2025-09-19,professional,control
2254,2025-09-16,career_changer,treatment
2255,2025-09-17,career_changer,control
2256,2025-09-22,professional,treatment
2257,2025-09-10,professional,control
2258,2025-09-02,student,control
2259,2025-09-08,student,treatment
2260,2025-09-13,student,control
2261,2025-09-20,professional,control
2262,2025-09-02,professional,control
2263,2025-09-01,career_changer,treatment
2264,2025-09-07,student,control
2265,2025-09-10,professional,treatment
2266,2025-10-01,professional,control
2267,2025-09-07,professional,control
2268,2025-09-25,professional,control
2269,2025-09-05,student,control
2270,2025-09-25,professional,control
2271,2025-09-09,student,control
2272,2025-09-10,student,treatment
2273,2025-09-11,student,treatment
2274,2025-09-04,professional,control
2275,2025-09-01,career_changer,control
2276,2025-09-16,professional,treatment
2277,2025-09-24,professional,control
2278,2025-09-14,professional,control
2279,2025-09-06,professional,treatment
2280,2025-09-05,student,treatment
2281,2025-09-13,student,treatment
2282,2025-09-18,student,control
2283,2025-09-23,student,control
2284,2025-09-08,student,treatment
2285,2025-09-17,student,control
2286,2025-09-18,student,treatment
2287,2025-09-27,career_changer,treatment
2288,2025-09-22,student,control
2289,2025-09-26,student,treatment
2290,2025-09-12,student,treatment
2291,2025-09-03,professional,treatment
2292,2025-09-13,student,control
2293,2025-09-28,student,control
2294,2025-09-24,professional,control
2295,2025-09-02,student,control
2296,2025-09-14,student,treatment
2297,2025-09-01,student,control
2298,2025-09-15,student,control
2299,2025-09-30,student,control
2300,2025-09-03,student,treatment
2301,2025-09-28,career_changer,control
2302,2025-09-11,professional,control
2303,2025-09-19,professional,control
2304,2025-09-14,student,treatment
2305,2025-09-19,career_changer,control
2306,2025-09-13,student,treatment
2307,2025-09-23,student,treatment
2308,2025-09-21,professional,control
2309,2025-09-14,student,treatment
2310,2025-09-10,student,control
2311,2025-09-04,professional,treatment
2312,2025-09-13,career_changer,treatment
2313,2025-09-01,student,control
2314,2025-10-01,professional,control
2315,2025-09-11,career_changer,control
2316,2025-09-06,student,treatment
2317,2025-09-26,student,control
2318,2025-10-01,student,treatment
2319,2025-09-20,student,control
2320,2025-09-15,student,treatment
2321,2025-09-27,career_changer,control
2322,2025-09-23,professional,treatment
2323,2025-09-30,professional,control
2324,2025-09-12,student,treatment
2325,2025-09-03,career_changer,control
2326,2025-09-14,career_changer,control
2327,2025-09-28,career_changer,control
2328,2025-09-04,student,treatment
2329,2025-09-08,professional,control
2330,2025-09-14,student,treatment
2331,2025-09-19,student,control
2332,2025-09-13,student,treatment
2333,2025-09-17,professional,treatment
2334,2025-09-03,professional,treatment
2335,2025-09-13,student,control
2336,2025-09-28,student,control
2337,2025-09-10,student,control
2338,2025-09-24,student,control
2339,2025-09-11,student,treatment
2340,2025-09-08,student,treatment
2341,2025-09-11,professional,treatment
2342,2025-09-25,student,control
2343,2025-09-06,student,treatment
2344,2025-09-03,student,control
2345,2025-09-17,career_changer,treatment
2346,2025-09-21,professional,control
2347,2025-09-04,professional,control
2348,2025-09-17,student,control
2349,2025-09-17,professional,treatment
2350,2025-09-07,student,treatment
2351,2025-09-29,professional,control
2352,2025-09-25,career_changer,control
2353,2025-09-12,professional,control
2354,2025-09-12,career_changer,treatment
2355,2025-09-24,professional,control
2356,2025-10-01,student,treatment
2357,2025-09-27,career_changer,treatment
2358,2025-09-21,student,treatment
2359,2025-09-27,professional,control
2360,2025-09-05,student,treatment
2361,2025-09-08,student,treatment
2362,2025-09-04,student,control
2363,2025-09-05,student,treatment
2364,2025-09-09,student,treatment
2365,2025-09-07,professional,control
2366,2025-09-06,student,control
2367,2025-09-20,student,control
2368,2025-09-05,professional,treatment
2369,2025-09-25,student,control
2370,2025-09-25,professional,treatment
2371,2025-09-21,professional,treatment
2372,2025-09-03,career_changer,treatment
2373,2025-09-06,professional,control
2374,2025-10-01,student,treatment
2375,2025-09-25,professional,control
2376,2025-09-21,student,control
2377,2025-09-16,student,treatment
2378,2025-09-15,professional,control
2379,2025-09-25,student,treatment
2380,2025-09-19,professional,control
2381,2025-09-25,career_changer,control
2382,2025-09-19,career_changer,control
2383,2025-09-15,career_changer,treatment
2384,2025-09-22,student,treatment
2385,2025-09-30,student,treatment
2386,2025-09-29,professional,control
2387,2025-09-19,student,control
2388,2025-09-21,professional,treatment
2389,2025-09-21,professional,control
2390,2025-09-20,professional,control
2391,2025-09-11,student,treatment
2392,2025-09-28,student,control
2393,2025-09-21,student,treatment
2394,2025-09-11,student,treatment
2395,2025-09-05,career_changer,control
2396,2025-09-15,student,control
2397,2025-09-03,student,control
2398,2025-09-16,student,treatment
2399,2025-09-15,professional,treatment
2400,2025-09-21,professional,control
2401,2025-09-10,student,control
2402,2025-09-26,student,treatment
2403,2025-09-09,student,treatment
2404,2025-09-19,student,control
2405,2025-09-02,professional,control
2406,2025-09-12,professional,control
2407,2025-09-17,student,treatment
2408,2025-09-03,student,treatment
2409,2025-09-10,career_changer,control
2410,2025-09-15,student,treatment
2411,2025-09-15,professional,control
2412,2025-09-02,student,control
2413,2025-09-02,student,control
2414,2025-09-12,student,treatment
2415,2025-09-27,professional,control
2416,2025-09-10,career_changer,treatment
2417,2025-09-03,student,control
2418,2025-09-21,student,control
2419,2025-09-28,student,control
2420,2025-09-28,student,treatment
2421,2025-09-03,student,control
2422,2025-09-20,student,treatment
2423,2025-09-20,professional,control
2424,2025-09-17,student,control
2425,2025-09-13,student,control
2426,2025-09-15,career_changer,control
2427,2025-09-19,student,control
2428,2025-09-18,career_changer,control
2429,2025-10-01,student,treatment
2430,2025-09-26,career_changer,treatment
2431,2025-09-24,professional,control
2432,2025-09-29,career_changer,control
2433,2025-09-02,career_changer,control
2434,2025-09-15,student,control
2435,2025-09-30,career_changer,control
2436,2025-09-26,student,treatment
2437,2025-09-19,student,control
2438,2025-09-21,student,control
2439,2025-09-07,professional,control
2440,2025-09-11,student,control
2441,2025-09-20,professional,treatment
2442,2025-09-16,professional,control
2443,2025-09-17,professional,control
2444,2025-09-05,career_changer,treatment
2445,2025-10-01,student,control
2446,2025-09-02,student,treatment
2447,2025-09-15,student,treatment
2448,2025-09-04,student,control
2449,2025-09-26,student,treatment
2450,2025-09-29,student,control
2451,2025-09-27,student,treatment
2452,2025-09-11,career_changer,control
2453,2025-09-23,professional,control
2454,2025-09-03,student,treatment
2455,2025-09-17,professional,treatment
2456,2025-09-21,student,treatment
2457,2025-09-06,student,treatment
2458,2025-09-02,professional,control
2459,2025-09-08,student,control
2460,2025-09-23,student,control
2461,2025-09-15,career_changer,control
2462,2025-09-15,career_changer,control
2463,2025-09-17,professional,treatment
2464,2025-09-17,professional,control
2465,2025-09-20,professional,control
2466,2025-09-06,student,control
2467,2025-09-12,student,treatment
2468,2025-09-12,student,treatment
2469,2025-09-30,student,treatment
2470,2025-09-10,professional,control
2471,2025-09-13,student,treatment
2472,2025-09-14,career_changer,control
2473,2025-09-25,career_changer,treatment
2474,2025-09-11,professional,treatment
2475,2025-09-22,professional,control
2476,2025-09-20,career_changer,control
2477,2025-09-02,student,treatment
2478,2025-09-26,professional,control
2479,2025-09-21,student,treatment
2480,2025-09-21,professional,control
2481,2025-09-11,student,control
2482,2025-09-03,career_changer,control
2483,2025-09-11,career_changer,control
2484,2025-09-04,student,control
2485,2025-09-18,student,control
2486,2025-09-22,career_changer,treatment
2487,2025-09-13,student,control
2488,2025-09-10,career_changer,treatment
2489,2025-09-09,professional,treatment
2490,2025-09-24,student,treatment
2491,2025-09-28,student,control
2492,2025-09-22,student,control
2493,2025-10-01,professional,control
2494,2025-09-30,student,treatment
2495,2025-09-20,professional,treatment
2496,2025-09-28,student,control
2497,2025-09-05,professional,control
2498,2025-09-11,career_changer,treatment
2499,2025-09-03,career_changer,control
2500,2025-09-19,student,treatment
2501,2025-09-22,career_changer,treatment
2502,2025-09-05,professional,treatment
2503,2025-09-30,professional,control
2504,2025-09-12,career_changer,control
2505,2025-09-10,student,treatment
2506,2025-10-01,student,treatment
2507,2025-09-21,career_changer,control
2508,2025-09-23,student,control
2509,2025-09-22,career_changer,treatment
2510,2025-09-13,career_changer,treatment
2511,2025-09-05,student,treatment
2512,2025-09-20,career_changer,treatment
2513,2025-09-23,student,control
2514,2025-10-01,professional,control
2515,2025-09-03,professional,treatment
2516,2025-09-10,career_changer,treatment
2517,2025-09-18,student,control
2518,2025-09-13,student,control
2519,2025-09-21,professional,treatment
2520,2025-09-26,professional,control
2521,2025-09-11,professional,control
2522,2025-09-27,student,treatment
2523,2025-09-05,student,treatment
2524,2025-09-22,student,treatment
2525,2025-09-23,career_changer,control
2526,2025-09-27,student,treatment
2527,2025-10-01,student,treatment
2528,2025-09-24,career_changer,treatment
2529,2025-09-22,student,treatment
2530,2025-09-30,career_changer,control
2531,2025-09-17,professional,control
2532,2025-09-03,career_changer,control
2533,2025-09-21,student,control
2534,2025-09-22,student,treatment
2535,2025-09-14,professional,treatment
2536,2025-09-17,career_changer,treatment
2537,2025-09-12,professional,treatment
2538,2025-09-01,student,control
2539,2025-09-12,professional,control
2540,2025-09-10,professional,control
2541,2025-09-06,professional,control
2542,2025-10-01,professional,control
2543,2025-09-07,career_changer,treatment
2544,2025-09-11,professional,treatment
2545,2025-10-01,student,control
2546,2025-09-25,student,control
2547,2025-09-16,student,treatment
2548,2025-09-07,student,control
2549,2025-09-08,student,treatment
2550,2025-09-05,student,treatment
2551,2025-09-05,student,treatment
2552,2025-09-03,student,control
2553,2025-09-10,career_changer,treatment
2554,2025-09-28,career_changer,control
2555,2025-09-26,student,treatment
2556,2025-09-04,career_changer,control
2557,2025-09-17,professional,control
2558,2025-09-25,student,treatment
2559,2025-09-18,student,treatment
2560,2025-09-27,professional,treatment
2561,2025-09-24,professional,treatment
2562,2025-09-29,professional,treatment
2563,2025-09-17,student,control
2564,2025-09-02,student,treatment
2565,2025-09-22,student,treatment
2566,2025-09-11,student,treatment
2567,2025-09-29,student,treatment
2568,2025-09-25,student,control
2569,2025-09-20,career_changer,treatment
2570,2025-09-05,career_changer,control
2571,2025-09-20,student,control
2572,2025-09-13,career_changer,treatment
2573,2025-09-05,student,control
2574,2025-09-06,student,treatment
2575,2025-09-06,student,control
2576,2025-09-27,professional,control
2577,2025-09-23,career_changer,treatment
2578,2025-09-25,professional,treatment
2579,2025-09-20,student,treatment
2580,2025-09-26,professional,treatment
2581,2025-09-29,student,treatment
2582,2025-09-06,career_changer,control
2583,2025-09-24,professional,control
2584,2025-09-15,student,control
2585,2025-09-02,professional,treatment
2586,2025-09-14,professional,treatment
2587,2025-09-12,student,control
2588,2025-09-22,professional,treatment
2589,2025-09-24,student,treatment
2590,2025-09-08,professional,control
2591,2025-09-15,career_changer,control
2592,2025-09-20,career_changer,treatment
2593,2025-09-10,professional,treatment
2594,2025-09-25,professional,treatment
2595,2025-09-24,student,control
2596,2025-09-26,professional,treatment
2597,2025-09-15,student,control
2598,2025-09-08,student,control
2599,2025-09-18,student,treatment
2600,2025-09-08,student,control
2601,2025-09-10,professional,treatment
2602,2025-10-01,student,control
2603,2025-09-26,professional,treatment
2604,2025-09-26,student,treatment
2605,2025-09-16,student,control
2606,2025-09-29,professional,treatment
2607,2025-09-27,student,control
2608,2025-09-07,student,treatment
2609,2025-09-12,professional,control
2610,2025-09-22,student,control
2611,2025-10-01,career_changer,control
2612,2025-09-19,student,control
2613,2025-09-15,student,treatment
2614,2025-09-15,professional,control
2615,2025-09-25,student,control
2616,2025-09-10,student,control
2617,2025-09-25,student,control
2618,2025-09-13,student,treatment
2619,2025-09-17,career_changer,treatment
2620,2025-09-17,student,control
2621,2025-09-14,professional,treatment
2622,2025-10-01,career_changer,treatment
2623,2025-09-06,student,control
2624,2025-09-27,career_changer,treatment
2625,2025-09-07,student,treatment
2626,2025-09-26,career_changer,treatment
2627,2025-09-20,student,treatment
2628,2025-09-05,professional,control
2629,2025-09-28,student,treatment
2630,2025-09-09,student,treatment
2631,2025-09-02,professional,control
2632,2025-09-21,professional,treatment
2633,2025-09-16,student,control
2634,2025-09-28,student,treatment
2635,2025-09-12,professional,treatment
2636,2025-09-18,professional,control
2637,2025-09-30,career_changer,control
2638,2025-09-04,professional,treatment
2639,2025-09-23,career_changer,control
2640,2025-09-28,professional,control
2641,2025-09-17,student,control
2642,2025-09-28,student,control
2643,2025-09-04,professional,control
2644,2025-09-10,professional,control
2645,2025-09-03,student,control
2646,2025-09-25,student,treatment
2647,2025-09-06,career_changer,treatment
2648,2025-09-09,professional,control
2649,2025-09-15,student,control
2650,2025-09-29,student,treatment
2651,2025-09-17,student,control
2652,2025-09-05,student,control
2653,2025-09-27,student,control
2654,2025-09-14,student,treatment
2655,2025-09-03,professional,treatment
2656,2025-10-01,student,treatment
2657,2025-09-30,career_changer,treatment
2658,2025-09-08,career_changer,treatment
2659,2025-09-27,student,control
2660,2025-09-15,professional,treatment
2661,2025-09-29,student,control
2662,2025-09-12,career_changer,treatment
2663,2025-09-30,student,treatment
2664,2025-09-01,professional,treatment
2665,2025-09-14,professional,control
2666,2025-09-02,student,control
2667,2025-09-13,student,treatment
2668,2025-09-17,professional,treatment
2669,2025-09-12,professional,treatment
2670,2025-09-08,student,control
2671,2025-09-13,professional,treatment
2672,2025-09-03,student,treatment
2673,2025-09-12,professional,treatment
2674,2025-09-08,student,treatment
2675,2025-09-01,career_changer,treatment
2676,2025-09-11,student,treatment
2677,2025-09-30,student,treatment
2678,2025-09-04,student,treatment
2679,2025-09-27,student,control
2680,2025-09-23,professional,control
2681,2025-09-21,student,treatment
2682,2025-09-11,career_changer,treatment
2683,2025-09-26,student,treatment
2684,2025-09-05,student,control
2685,2025-09-05,student,control
2686,2025-09-02,student,treatment
2687,2025-09-10,student,treatment
2688,2025-09-30,student,control
2689,2025-09-27,student,control
2690,2025-09-16,student,treatment
2691,2025-09-23,professional,control
2692,2025-09-27,professional,treatment
2693,2025-09-05,student,control
2694,2025-09-25,student,treatment
2695,2025-09-23,career_changer,treatment
2696,2025-09-16,professional,treatment
2697,2025-09-15,professional,control
2698,2025-09-20,student,treatment
2699,2025-09-01,professional,control
2700,2025-09-29,professional,control
2701,2025-09-03,professional,treatment
